Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-12370.17,-5485.3,-5206.41,0
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58144 - ID BILLING TO STREETS,-11662.7,0,0,0
50 -  LIBRARY,50100757 - LIB PUBLIC SERVICE PINNEY,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-11651.85,-200,-2540,-190
14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-11555.65,-19410.54,-19719.77,-15523.99
31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Revenue,49 - TRANSFER IN,49123 - TRANSFER IN FROM GRANTS,-11158.05,0,0,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,-11148,-11148,-11148,-11148
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-10850.86,-9809.99,-8734.21,-6306.86
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-10528.06,-14898.06,-12130.36,-11432.53
65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,-10510,-10510,0,0
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Revenue,44 - LICENSES AND PERMITS,44290 - OTHER PERMITS,-10357,-11385,-11781,-7912
50 -  LIBRARY,50200 - LIB COMM ENGAGE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-10014,-10659.75,-10901.33,0
50 -  LIBRARY,50223755 - LIB COMM ENGAGE ADULT MEA,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-10000,-4233.3,-5000,0
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-9837,-9837,-13080,-13080
30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-9719.22,1636.08,-5725.82,-3182.47
51 -  PARKS,51110 - PARK COM REC ADMIN,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-9324,-38573,-161312.23,-156827.43
51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-9121,0,-450,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,-8821.01,-38906.22,-36828.17,-9098.84
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,42 - INTERGOV REVENUES,42310 - LOCAL REVENUES OPERATING,-8679.32,-4110.36,-13359.93,-4572.63
51 -  PARKS,51242 - PARK MTC WEST PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-8675.42,-8871.98,0,0
30 -  FIRE,30110723 - FIRE GEN FIELD OP EMS TRAINING,Revenue,42 - INTERGOV REVENUES,42216 - PAYMENT FOR MUNICIPAL SERVICE,-8450,-13500,-13575,-14300
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-8233.75,-9773.75,-18120.48,-2625
51 -  PARKS,51170 - PARK COM REC GOODMAN POOL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-7958.3,-4321.48,-4330.02,-2560
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,43 - CHARGES FOR SERVICES,43430 - TRAFFIC PRIVATE ENTITY,-7911.98,-39482.77,-30789.22,-20190.75
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-7799.9,-65671.27,0,0
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-7735,-20795,-25786.25,-25427.5
50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Revenue,43 - CHARGES FOR SERVICES,43420 - APPLIANCE COLLECTION,-7474.61,-11878,-325,0
50 -  LIBRARY,50100759 - LIB PUBLIC SERVICE SMB,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-7202.25,-240,-1165,-130
30 -  FIRE,30251 - FIRE INSPECTION TANK PROGRAM,Revenue,44 - LICENSES AND PERMITS,44245 - FIRE PERMITS,-7105,-6950,-8100,-9790
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58115 - ID BILLING TO FINANCE,-7072,-7072,0,0
51 -  PARKS,51247 - PARK MTC PARK RANGERS,Revenue,43 - CHARGES FOR SERVICES,43510 - PARKS USE CHARGES,-6888.52,-263.1,0,0
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43525 - ADMISSIONS,-6870.9,-14510.04,-6165.96,-8706.54
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-6660,0,0,0
31 -  POLICE,31200 - POLICE SUPPORT,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-6567.78,-19556.66,-13018.69,-32856.6
31 -  POLICE,31102 - FIELD GENERAL OVERALL,Revenue,42 - INTERGOV REVENUES,42210 - STATE REVENUES OPERATING,-6427.81,3100,0,0
30 -  FIRE,30250 - FIRE INSPECTION GENERAL,Revenue,43 - CHARGES FOR SERVICES,43415 - INSPECT AND REINSPECT FEES,-6075,-10950,-19275,-8525
50 -  LIBRARY,50300758 - LIB COL RES & ACCESS SEQUOYA,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-5903.75,-4782.49,-3082.04,-2038.12
31 -  POLICE,31130 - NORTH,Expense,52 - BENEFITS,52711 - TUITION,-5547.7,0,0,0
40 -  ENGINEERING,40121 - ENG STREETS GENERAL,Expense,54 - PURCHASED SERVICES,54410 - STREET IMPROV REPAIR MAINT,-5498.23,527.19,-116.44,0
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-5388.1,-6755.52,-820.84,-6046.83
44 -  STREETS,44101 - ST SOLID WASTE ADMIN,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-5277.63,-26890.56,-1162.49,-892.09
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58151 - ID BILLING TO PARKS,-5246.22,-2596.92,-7853.7,-2606.22
51 -  PARKS,51240 - PARK MTC PARKS MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-5241.96,0,0,0
51 -  PARKS,51110 - PARK COM REC ADMIN,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-5193.82,-4503.82,-97794.35,-55575.15
63 -  ECONOMIC DEVELOPMENT,63110 - EDD ECON REVITALIZATION LOANS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-5185.07,-3078.36,0,0
45 -  TRAFFIC ENGINEERING,45205 - TE STLIGHT MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4654.17,0,-20930.86,-20329.54
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-4532.83,-3549.89,-7946.9,-19401.03
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-4469.34,-2092.64,-2540.21,-7644.76
40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4405.08,-11994.67,-2192.01,0
40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4367.46,0,0,0
50 -  LIBRARY,50100753 - LIB PUBLIC SERVICE ASHMAN,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-4353.7,-170,-6170,-445
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,58 - INTER DEPART BILLING,58130 - ID BILLING TO FIRE,-4306.05,0,0,0
50 -  LIBRARY,50300757 - LIB COL RES & ACCESS PINNEY,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-4155.04,-2772.53,-2885.8,-2400
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-4141.43,0,0,-23193.92
50 -  LIBRARY,50300754 - LIB COL RES & ACCESS LAKEVIEW,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-4063.56,-3347.19,-3252.5,-3633.81
50 -  LIBRARY,50300753 - LIB COL RES & ACCESS ASHMAN,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-3933.63,-2604.49,-2416.12,-2130.11
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-3861.87,-3038.03,-2336.42,-2003.3
40 -  ENGINEERING,40126 - ENG STREETS FENCE MAINTENANCE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-3794.43,-1566,-1000,-3631.31
30 -  FIRE,30240 - FIRE GENERAL PREVENTION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-3628.17,-2271.75,-1444.62,-134.58
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-3604.55,-1782.16,0,0
51 -  PARKS,51210 - PARK MTC FOREST ADMIN,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-3590.8,-1363.57,-3802.63,-3338.03
40 -  ENGINEERING,40470 - ENG FAC MAINT ADMIN,Expense,58 - INTER DEPART BILLING,58150 - ID BILLING TO LIBRARY,-3537,-3537,-3537,-3537
62 -  COMMUNITY DEVELOPMENT,62472 - SENIOR CENTER FOUNDATION,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-3464.01,0,-21626.65,0
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,53 - SUPPLIES,53120 - COPY PRINTING SUPPLIES,-3383.9,1709.83,4466.82,290.29
50 -  LIBRARY,50400 - LIB FACILITIES,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-3363.71,-1207.2,990.51,-12149.36
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58150 - ID BILLING TO LIBRARY,-3188.58,0,0,-470
62 -  COMMUNITY DEVELOPMENT,62112 - HOUSING ASSISTANCE GF,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-3160,-1905,-22500,-45000
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58160 - ID BILLING TO BUILDING INSPEC,-3022.82,0,0,-1698.7
50 -  LIBRARY,50300759 - LIB COL RES & ACCESS SMB,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-2979.32,-2171.59,-1800.23,-1213.58
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2845.48,-3173.98,-9418.84,-1803.34
16 -  HUMAN RESOURCES,16100 - HR SERVICES,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-2816.25,0,0,0
65 -  PLANNING,65110 - PL NEIGHBORHOOD PLANNING,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2800,0,0,-531.78
30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-2762.7,0,0,0
40 -  ENGINEERING,40471 - ENG FAC MAINT BUILDING MAINT,Revenue,43 - CHARGES FOR SERVICES,43445 - SALE OF RECYCLABLES,-2668.73,-1640.54,-3866.71,-3874.03
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58192 - ID BILLING TO CDA MANAGEMENT,-2667.67,-490.15,0,-139.78
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58144 - ID BILLING TO STREETS,-2616.01,-3062.08,-2544.87,-1033.75
50 -  LIBRARY,50100756 - LIB PUBLIC SERVICE MONROE,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2555.33,-200,0,0
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43531 - LESSONS,-2374.17,-5158.75,-3422.16,-2540
40 -  ENGINEERING,40138 - ENG SIDEWALKS PATH MAINT,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2326,0,0,0
30 -  FIRE,30120 - FIRE MEDICAL PROGRAM GENERAL,Revenue,43 - CHARGES FOR SERVICES,43110 - REPRODUCTION SERVICES,-2315.41,-2319.3,-2064.85,-1433.95
50 -  LIBRARY,50300 - LIB COL RES & ACCESS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2242.77,0,0,0
50 -  LIBRARY,50100752 - LIB PUBLIC SERVICE HAWTHORNE,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2186.2,-2000,-900,0
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-2176.21,0,0,0
51 -  PARKS,51242 - PARK MTC WEST PARKS,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-2175,-1906.2,0,0
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-2160,0,0,0
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58182 - ID BILLING TO PARKING,-2105.69,-2103.35,-3882.93,-5875.76
50 -  LIBRARY,50100754 - LIB PUBLIC SERVICE LAKEVIEW,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-2080.35,-305.17,-3468,-136
50 -  LIBRARY,50300755 - LIB COL RES & ACCESS MEA,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-2044.55,-1214.16,-1018.94,-727.93
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-2000,-2127.49,-87.23,-1084
45 -  TRAFFIC ENGINEERING,45105 - TE SIGNING MAINTENANCE,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-1974.11,0,0,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58130 - ID BILLING TO FIRE,-1970.36,-3684.3,-1534.96,-1948.7
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,-1960.97,53.8,1860.29,1327.52
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Revenue,43 - CHARGES FOR SERVICES,43430 - TRAFFIC PRIVATE ENTITY,-1946.02,-1157.24,0,0
50 -  LIBRARY,50300751 - LIB COL RES & ACCESS CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1911.21,0,0,0
51 -  PARKS,51160 - PARK COM REC REC SERVICES,Revenue,43 - CHARGES FOR SERVICES,43522 - FACILITY RENTAL,-1833.97,-3437.72,-219.08,-478.73
44 -  STREETS,44116 - ST TRANSFER STATION OTHER,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-1803.56,0,0,0
44 -  STREETS,44110521 - ST REFUSE COLLECTION BADG,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-1783.24,0,0,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,53 - SUPPLIES,53210 - WORK SUPPLIES,-1767.87,-77688.74,-70349.36,48905.39
51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,-1716.5,-135,-817.98,-1040
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-1677.75,-8789.5,-9265.25,-8690
50 -  LIBRARY,50300752 - LIB COL RES & ACCESS HAW,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-1638.85,-2029.61,-1779.72,-1502.64
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Revenue,42 - INTERGOV REVENUES,42216 - PAYMENT FOR MUNICIPAL SERVICE,-1608.3,-27400.48,-24139.82,-23229.74
13 -  CLERK,13100 - CLERK,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1500,-219.31,-2647.08,0
50 -  LIBRARY,50300756 - LIB COL RES & ACCESS MONROE,Revenue,43 - CHARGES FOR SERVICES,43565 - LIBRARY COLLECTION FEES,-1429.77,-113.73,0,0
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58145 - ID BILLING TO TRAFFIC ENGINEE,-1425,0,0,0
51 -  PARKS,51230 - PARK MTC FACILITY MAINTENANCE,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-1390.52,-1108,-1359.98,-220.6
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Expense,58 - INTER DEPART BILLING,58142 - ID BILLING TO LANDFILL,-1318.72,-1126.21,-740.99,0
62 -  COMMUNITY DEVELOPMENT,62110 - AFFORDABLE HOUSING GENERAL GL,Revenue,43 - CHARGES FOR SERVICES,43711 - APPLICATION SERVICE FEES,-1300,-3400,-2390,-2700
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-1280,0,-1304.5,0
44 -  STREETS,44101521 - ST SOLID WASTE ADMIN BADGER,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-1262.35,0,0,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58186 - ID BILLING TO WATER,-1247.12,-1209.88,-305.82,-5890.37
50 -  LIBRARY,50100 - LIB PUBLIC SERVICE,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-1170.97,-21010.57,-12222.9,-14533.61
45 -  TRAFFIC ENGINEERING,45400 - TE COMM,Expense,58 - INTER DEPART BILLING,58132 - ID BILLING TO PUBLIC HEALTH M,-1081.01,-1505.42,-1466.77,-2063.97
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,58 - INTER DEPART BILLING,58185 - ID BILLING TO TRANSIT,-1050,0,0,0
51 -  PARKS,51244 - PARK MTC MALL CONCOURSE,Revenue,43 - CHARGES FOR SERVICES,43854 - SERVICE CHARGES COMMISSIONS,-1004.3,-671.9,-394.12,-118.2
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-1002.3,-157.28,-808.07,-242.39
60 -  BUILDING INSPECTION,60200 - BI HEALTH AND WLFARE,Revenue,43 - CHARGES FOR SERVICES,43460 - GRAFFITI REMOVAL,-1000,-2100,-900,-1000
51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,-986,0,-61453.48,-8341.55
21 -  TREASURER,21100 - TREASURER,Revenue,43 - CHARGES FOR SERVICES,43190 - MISCELLANEOUS CHRGS FOR SERVIC,-929.96,-10009.42,0,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58113 - ID BILLING TO CLERK,-929.64,-867.2,-1098.2,-970.97
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,-901.25,1598.29,299.36,0
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-900,-900,-900,-900
44 -  STREETS,44221521 - ST LEAF COLLECTION BAD,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-887.3,0,0,0
44 -  STREETS,44111520 - ST LARGE ITEMS SYC,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-885.14,0,0,0
45 -  TRAFFIC ENGINEERING,45505 - TE SIGNALS MAINTENANCE,Expense,58 - INTER DEPART BILLING,58140 - ID BILLING TO ENGINEERING,-849.08,0,0,0
40 -  ENGINEERING,40143 - ENG ENV ENG QUARRIES,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-840,-1655,-1830,-1830
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58131 - ID BILLING TO POLICE,-812.59,-1033.38,-638.7,-100.04
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-746.95,-150,-445.1,-92.65
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Revenue,42 - INTERGOV REVENUES,42410 - OTHER UNIT OF GOV REVENUES OP,-711.07,-943.86,0,0
51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-701.75,-15162.09,-14191.08,-9086.79
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58184 - ID BILLING TO STORMWATER,-688.02,0,-51.72,-275
44 -  STREETS,44220521 - ST RECYCLING COLLECTION BAD,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-632.24,0,0,0
44 -  STREETS,44110520 - ST REFUSE COLLECTION SYC,Expense,51 - SALARIES,51110 - PERMANENT WAGES,-627.61,0,0,0
51 -  PARKS,51241 - PARK MTC EAST PARKS,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-600,-600,0,0
50 -  LIBRARY,50221756 - LIB COMM ENGAGE YOUTH MONROE,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-550,-400,-400,-400
45 -  TRAFFIC ENGINEERING,45500 - TE SIGNALS,Expense,58 - INTER DEPART BILLING,58141 - ID BILLING TO FLEET SERVICES,-539.69,0,0,0
45 -  TRAFFIC ENGINEERING,45300 - TE PAVE MARK,Revenue,42 - INTERGOV REVENUES,42310 - LOCAL REVENUES OPERATING,-435.8,-9986.31,-3127,-1671.44
51 -  PARKS,51310 - PARK PLANNING DEVELOP ADMIN,Expense,54 - PURCHASED SERVICES,54120 - TELEPHONE,-401.32,0,0,32.8
50 -  LIBRARY,50221752 - LIB COMM ENGAGE YOUTH HAW,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400,-400,-400,-400
50 -  LIBRARY,50221753 - LIB COMM ENGAGE YOUTH ASHMAN,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400,-400,-400,-400
50 -  LIBRARY,50221754 - LIB COMM ENGAGE YOUTH LAKEVIEW,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400,-400,-400,-400
50 -  LIBRARY,50221755 - LIB COMM ENGAGE YOUTH MEA,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400,-400,-400,-400
50 -  LIBRARY,50221757 - LIB COMM ENGAGE YOUTH PINNEY,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400,-400,-400,-400
50 -  LIBRARY,50221758 - LIB COMM ENGAGE YOUTH SEQ,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400,-400,-400,-400
50 -  LIBRARY,50221759 - LIB COMM ENGAGE YOUTH SMB,Revenue,43 - CHARGES FOR SERVICES,43562 - SOUTHCENTRAL LIBRARY SERVICES,-400,-400,-400,-400
30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,-386.9,0,0,0
16 -  HUMAN RESOURCES,16300 - HR ORGANIZATIONAL & HEALTH DEV,Revenue,42 - INTERGOV REVENUES,42216 - PAYMENT FOR MUNICIPAL SERVICE,-375,0,0,0
40 -  ENGINEERING,40113 - ENG ADMIN FLEET MAINTENANCE,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,-373.3,-450.85,-202.23,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58180 - ID BILLING TO MONONA TERRACE,-359.5,-342.64,-50.15,0
51 -  PARKS,51190 - PARK COM REC WPCRC GENERAL,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-325,-64,-10.23,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58183 - ID BILLING TO SEWER,-314.38,0,-122.2,-275
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,53 - SUPPLIES,53140 - HARDWARE SUPPLIES,-297.58,120.6,2438,533.2
51 -  PARKS,51243 - PARK MTC CENTRAL PARKS,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,-293.1,0,0,0
63 -  ECONOMIC DEVELOPMENT,63330 - EDD RE ACQUISITIONS DISPOSALS,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,-257.61,20,40,512
31 -  POLICE,31100 - POLICE FIELD,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,-257.13,-2438,-2302.54,-1570.13
